,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Sales
1179,260478,34in Ultrawide Monitor,1,379.99,8/10/2019 17:47,"693 7th St, New York City, NY 10001",379.99
,,,,,,,
1180,260479,34in Ultrawide Monitor,1,379.99,25/10/2019 19:30,"737 West St, San Francisco, CA 94016",379.99
,,,,,,,
1181,260480,AA Batteries (4-pack),1,3.84,16/10/2019 02:38,"364 10th St, New York City, NY 10001",3.84
,,,,,,,
1182,260481,Lightning Charging Cable,1,14.95,7/10/2019 4:16,"714 2nd St, Dallas, TX 75001",14.95
,,,,,,,
1183,260482,Apple Airpods Headphones,1,150,22/10/2019 17:56,"768 Walnut St, Boston, MA 02215",150
,,,,,,,
1184,260483,Lightning Charging Cable,1,14.95,8/10/2019 10:08,"319 14th St, San Francisco, CA 94016",14.95
,,,,,,,
1185,260484,Wired Headphones,2,11.99,26/10/2019 13:09,"366 9th St, Seattle, WA 98101",23.98
,,,,,,,
1186,260485,Apple Airpods Headphones,1,150,16/10/2019 15:46,"258 Hickory St, Boston, MA 02215",150
,,,,,,,
1187,260486,AA Batteries (4-pack),1,3.84,13/10/2019 11:22,"592 1st St, Los Angeles, CA 90001",3.84
,,,,,,,
1188,260487,Lightning Charging Cable,1,14.95,28/10/2019 18:00,"861 Cedar St, San Francisco, CA 94016",14.95
,,,,,,,
1189,260488,20in Monitor,1,109.99,17/10/2019 09:42,"562 South St, San Francisco, CA 94016",109.99
,,,,,,,
1190,260489,AA Batteries (4-pack),2,3.84,10/10/2019 16:41,"860 Center St, Los Angeles, CA 90001",7.68
,,,,,,,
1191,260490,Lightning Charging Cable,1,14.95,11/10/2019 12:00,"733 Madison St, New York City, NY 10001",14.95
,,,,,,,
1192,260491,AA Batteries (4-pack),1,3.84,23/10/2019 15:49,"937 Hill St, New York City, NY 10001",3.84
,,,,,,,
1193,260492,Google Phone,1,600,24/10/2019 11:08,"605 Lakeview St, San Francisco, CA 94016",600
,,,,,,,
1194,260493,AAA Batteries (4-pack),1,2.99,23/10/2019 07:21,"425 5th St, Los Angeles, CA 90001",2.99
,,,,,,,
1195,260494,AAA Batteries (4-pack),1,2.99,2/10/2019 8:34,"978 4th St, New York City, NY 10001",2.99
,,,,,,,
1196,260495,Apple Airpods Headphones,1,150,7/10/2019 9:15,"377 Hickory St, San Francisco, CA 94016",150
,,,,,,,
1197,260496,AAA Batteries (4-pack),1,2.99,22/10/2019 11:26,"761 Washington St, Los Angeles, CA 90001",2.99
,,,,,,,
1198,260497,AA Batteries (4-pack),3,3.84,7/10/2019 14:01,"12 Spruce St, New York City, NY 10001",11.52
,,,,,,,
1199,260498,Lightning Charging Cable,1,14.95,14/10/2019 15:01,"945 Elm St, Boston, MA 02215",14.95
,,,,,,,
1200,260499,Google Phone,1,600,25/10/2019 19:09,"521 11th St, San Francisco, CA 94016",600
,,,,,,,
1201,260500,Bose SoundSport Headphones,1,99.99,24/10/2019 14:11,"8 Hill St, Dallas, TX 75001",99.99
,,,,,,,
1202,260501,Google Phone,1,600,30/10/2019 23:12,"155 South St, Dallas, TX 75001",600
,,,,,,,
1203,260501,USB-C Charging Cable,1,11.95,30/10/2019 23:12,"155 South St, Dallas, TX 75001",11.95
,,,,,,,
1204,260502,AAA Batteries (4-pack),1,2.99,19/10/2019 21:22,"586 Center St, San Francisco, CA 94016",2.99
,,,,,,,
1205,260503,AAA Batteries (4-pack),1,2.99,13/10/2019 19:29,"152 Cedar St, Seattle, WA 98101",2.99
,,,,,,,
1206,260504,Lightning Charging Cable,2,14.95,22/10/2019 19:39,"306 Lakeview St, Los Angeles, CA 90001",29.9
,,,,,,,
1207,260505,27in FHD Monitor,1,149.99,12/10/2019 11:49,"508 Johnson St, New York City, NY 10001",149.99
,,,,,,,
1208,260506,Lightning Charging Cable,1,14.95,6/10/2019 11:23,"632 Spruce St, San Francisco, CA 94016",14.95
,,,,,,,
1209,260507,Bose SoundSport Headphones,1,99.99,13/10/2019 12:14,"485 Adams St, Seattle, WA 98101",99.99
,,,,,,,
1210,260508,20in Monitor,1,109.99,23/10/2019 14:00,"999 Main St, San Francisco, CA 94016",109.99
,,,,,,,
1211,260509,Apple Airpods Headphones,1,150,22/10/2019 16:43,"504 Park St, Boston, MA 02215",150
,,,,,,,
1212,260510,Lightning Charging Cable,1,14.95,8/10/2019 15:52,"728 Wilson St, Atlanta, GA 30301",14.95
,,,,,,,
1213,260511,iPhone,1,700,24/10/2019 13:48,"224 7th St, Atlanta, GA 30301",700
,,,,,,,
1214,260512,Wired Headphones,1,11.99,20/10/2019 10:20,"68 Cedar St, San Francisco, CA 94016",11.99
,,,,,,,
1215,260513,Macbook Pro Laptop,1,1700,12/10/2019 8:45,"311 4th St, Seattle, WA 98101",1700
,,,,,,,
1216,260514,Lightning Charging Cable,1,14.95,18/10/2019 10:49,"464 River St, San Francisco, CA 94016",14.95
,,,,,,,
1217,260515,iPhone,1,700,17/10/2019 22:41,"340 12th St, New York City, NY 10001",700
,,,,,,,
1218,260516,USB-C Charging Cable,1,11.95,16/10/2019 12:00,"312 13th St, San Francisco, CA 94016",11.95
,,,,,,,
1219,260517,AAA Batteries (4-pack),2,2.99,29/10/2019 17:54,"881 Cherry St, Dallas, TX 75001",5.98
,,,,,,,
1220,260518,AA Batteries (4-pack),1,3.84,13/10/2019 20:26,"673 Maple St, New York City, NY 10001",3.84
,,,,,,,
1221,260519,27in FHD Monitor,1,149.99,27/10/2019 13:20,"151 Hill St, San Francisco, CA 94016",149.99
,,,,,,,
1222,260520,Apple Airpods Headphones,1,150,11/10/2019 15:14,"480 11th St, Los Angeles, CA 90001",150
,,,,,,,
1223,260521,Wired Headphones,1,11.99,31/10/2019 23:36,"727 2nd St, Los Angeles, CA 90001",11.99
,,,,,,,
1224,260522,AAA Batteries (4-pack),3,2.99,5/10/2019 23:07,"154 Ridge St, Portland, OR 97035",8.97
,,,,,,,
1225,260523,20in Monitor,1,109.99,6/10/2019 10:52,"238 13th St, Seattle, WA 98101",109.99
,,,,,,,
1226,260524,AA Batteries (4-pack),1,3.84,24/10/2019 18:57,"911 Cherry St, Dallas, TX 75001",3.84
,,,,,,,
1227,260525,Lightning Charging Cable,1,14.95,14/10/2019 18:08,"416 Walnut St, New York City, NY 10001",14.95
,,,,,,,
1228,260526,AA Batteries (4-pack),1,3.84,30/10/2019 09:54,"481 Willow St, San Francisco, CA 94016",3.84
,,,,,,,
1229,260526,Bose SoundSport Headphones,1,99.99,30/10/2019 09:54,"481 Willow St, San Francisco, CA 94016",99.99
,,,,,,,
1230,260527,Wired Headphones,1,11.99,2/10/2019 10:24,"229 Willow St, New York City, NY 10001",11.99
,,,,,,,
1231,260528,AAA Batteries (4-pack),2,2.99,6/10/2019 21:54,"777 14th St, Austin, TX 73301",5.98
,,,,,,,
1232,260529,Bose SoundSport Headphones,1,99.99,22/10/2019 11:27,"480 5th St, Portland, ME 04101",99.99
,,,,,,,
1233,260530,AAA Batteries (4-pack),1,2.99,2/10/2019 21:55,"170 1st St, San Francisco, CA 94016",2.99
,,,,,,,
1234,260531,Wired Headphones,1,11.99,6/10/2019 19:51,"719 Maple St, Boston, MA 02215",11.99
,,,,,,,
1235,260532,27in FHD Monitor,1,149.99,24/10/2019 10:34,"721 2nd St, Boston, MA 02215",149.99
,,,,,,,
1236,260533,Wired Headphones,2,11.99,4/10/2019 15:53,"187 Chestnut St, Seattle, WA 98101",23.98
,,,,,,,
1237,260534,Wired Headphones,1,11.99,26/10/2019 23:26,"932 Cedar St, Boston, MA 02215",11.99
,,,,,,,
1238,260535,Lightning Charging Cable,1,14.95,5/10/2019 21:45,"632 Adams St, New York City, NY 10001",14.95
,,,,,,,
1239,260536,Lightning Charging Cable,1,14.95,31/10/2019 19:46,"260 Washington St, Boston, MA 02215",14.95
,,,,,,,
1240,260537,AAA Batteries (4-pack),1,2.99,2/10/2019 17:46,"802 1st St, San Francisco, CA 94016",2.99
,,,,,,,
1241,260538,34in Ultrawide Monitor,1,379.99,11/10/2019 10:38,"813 South St, Dallas, TX 75001",379.99
,,,,,,,
1242,260539,Wired Headphones,1,11.99,9/10/2019 13:18,"451 North St, Portland, OR 97035",11.99
,,,,,,,
1243,260540,27in 4K Gaming Monitor,1,389.99,25/10/2019 18:53,"136 12th St, Portland, OR 97035",389.99
,,,,,,,
1244,260541,AA Batteries (4-pack),1,3.84,12/10/2019 9:32,"571 Hill St, San Francisco, CA 94016",3.84
,,,,,,,
1245,260542,Bose SoundSport Headphones,1,99.99,13/10/2019 15:56,"926 River St, San Francisco, CA 94016",99.99
,,,,,,,
1246,260543,USB-C Charging Cable,2,11.95,14/10/2019 09:52,"626 Elm St, Los Angeles, CA 90001",23.9
,,,,,,,
1247,260544,20in Monitor,1,109.99,23/10/2019 13:52,"384 Lincoln St, Atlanta, GA 30301",109.99
,,,,,,,
1248,260545,Macbook Pro Laptop,1,1700,6/10/2019 18:31,"50 Lake St, Boston, MA 02215",1700
,,,,,,,
1249,260546,34in Ultrawide Monitor,1,379.99,6/10/2019 20:54,"645 Johnson St, Atlanta, GA 30301",379.99
,,,,,,,
1250,260547,Wired Headphones,1,11.99,18/10/2019 13:31,"881 11th St, Austin, TX 73301",11.99
,,,,,,,
1251,260548,Bose SoundSport Headphones,1,99.99,15/10/2019 14:04,"888 Cherry St, Austin, TX 73301",99.99
,,,,,,,
1252,260549,AA Batteries (4-pack),1,3.84,16/10/2019 15:03,"424 13th St, San Francisco, CA 94016",3.84
,,,,,,,
1253,260550,Vareebadd Phone,1,400,23/10/2019 21:45,"515 Madison St, San Francisco, CA 94016",400
,,,,,,,
1254,260550,Wired Headphones,1,11.99,23/10/2019 21:45,"515 Madison St, San Francisco, CA 94016",11.99
,,,,,,,
1255,260551,27in 4K Gaming Monitor,1,389.99,19/10/2019 09:06,"475 Church St, Austin, TX 73301",389.99
,,,,,,,
1256,260552,Apple Airpods Headphones,1,150,10/10/2019 10:55,"580 Johnson St, Boston, MA 02215",150
,,,,,,,
1257,260553,Macbook Pro Laptop,1,1700,21/10/2019 17:36,"997 North St, San Francisco, CA 94016",1700
,,,,,,,
1258,260554,Wired Headphones,2,11.99,17/10/2019 21:02,"551 Chestnut St, San Francisco, CA 94016",23.98
,,,,,,,
1259,260555,20in Monitor,1,109.99,28/10/2019 07:36,"601 Jefferson St, San Francisco, CA 94016",109.99
,,,,,,,
1260,260556,AAA Batteries (4-pack),2,2.99,14/10/2019 01:34,"143 Forest St, New York City, NY 10001",5.98
,,,,,,,
1261,260557,Wired Headphones,1,11.99,15/10/2019 13:47,"750 Washington St, San Francisco, CA 94016",11.99
,,,,,,,
1262,260558,USB-C Charging Cable,2,11.95,7/10/2019 7:20,"486 13th St, San Francisco, CA 94016",23.9
,,,,,,,
1263,260559,AA Batteries (4-pack),2,3.84,23/10/2019 20:41,"60 Adams St, Boston, MA 02215",7.68
,,,,,,,
1264,260560,AAA Batteries (4-pack),1,2.99,24/10/2019 15:17,"382 6th St, New York City, NY 10001",2.99
,,,,,,,
1265,260560,Lightning Charging Cable,1,14.95,24/10/2019 15:17,"382 6th St, New York City, NY 10001",14.95
,,,,,,,
1266,260561,AA Batteries (4-pack),1,3.84,2/10/2019 11:15,"356 Jefferson St, Dallas, TX 75001",3.84
,,,,,,,
1267,260562,27in FHD Monitor,1,149.99,16/10/2019 23:02,"773 Johnson St, Dallas, TX 75001",149.99
,,,,,,,
1268,260563,Lightning Charging Cable,1,14.95,28/10/2019 15:08,"10 Main St, Los Angeles, CA 90001",14.95
,,,,,,,
1269,260564,Wired Headphones,2,11.99,6/10/2019 15:07,"246 Ridge St, Los Angeles, CA 90001",23.98
,,,,,,,
1270,260565,Apple Airpods Headphones,1,150,26/10/2019 06:52,"564 Adams St, Portland, ME 04101",150
,,,,,,,
1271,260566,AAA Batteries (4-pack),1,2.99,23/10/2019 16:49,"266 Ridge St, Los Angeles, CA 90001",2.99
,,,,,,,
1272,260567,27in FHD Monitor,1,149.99,7/10/2019 15:00,"530 Walnut St, Los Angeles, CA 90001",149.99
,,,,,,,
1273,260568,20in Monitor,1,109.99,3/10/2019 20:02,"448 2nd St, Dallas, TX 75001",109.99
,,,,,,,
1274,260569,Macbook Pro Laptop,1,1700,8/10/2019 19:49,"117 South St, San Francisco, CA 94016",1700
,,,,,,,
1275,260570,Bose SoundSport Headphones,1,99.99,21/10/2019 09:25,"43 8th St, San Francisco, CA 94016",99.99
,,,,,,,
1276,260571,Apple Airpods Headphones,1,150,3/10/2019 21:19,"539 12th St, Los Angeles, CA 90001",150
,,,,,,,
1277,260572,AAA Batteries (4-pack),1,2.99,8/10/2019 20:29,"439 Lakeview St, Los Angeles, CA 90001",2.99
,,,,,,,
1278,260573,Flatscreen TV,1,300,8/10/2019 22:57,"683 13th St, Atlanta, GA 30301",300
,,,,,,,
1279,260574,Lightning Charging Cable,1,14.95,9/10/2019 17:09,"332 Ridge St, San Francisco, CA 94016",14.95
,,,,,,,
1280,260575,USB-C Charging Cable,1,11.95,12/10/2019 15:34,"49 14th St, San Francisco, CA 94016",11.95
,,,,,,,
1281,260576,Wired Headphones,1,11.99,22/10/2019 20:08,"896 14th St, Portland, OR 97035",11.99
,,,,,,,
1282,260577,Bose SoundSport Headphones,1,99.99,25/10/2019 20:18,"358 Meadow St, New York City, NY 10001",99.99
,,,,,,,
1283,260578,USB-C Charging Cable,1,11.95,8/10/2019 12:33,"853 North St, Seattle, WA 98101",11.95
,,,,,,,
1284,260579,Google Phone,1,600,14/10/2019 22:40,"245 Adams St, Los Angeles, CA 90001",600
,,,,,,,
1285,260579,Apple Airpods Headphones,1,150,14/10/2019 22:40,"245 Adams St, Los Angeles, CA 90001",150
,,,,,,,
1286,260580,Lightning Charging Cable,1,14.95,6/10/2019 6:42,"838 Adams St, Atlanta, GA 30301",14.95
,,,,,,,
1287,260581,AAA Batteries (4-pack),1,2.99,28/10/2019 18:10,"532 Washington St, San Francisco, CA 94016",2.99
,,,,,,,
1288,260582,AAA Batteries (4-pack),1,2.99,20/10/2019 16:38,"102 Main St, New York City, NY 10001",2.99
,,,,,,,
1289,260583,Wired Headphones,1,11.99,27/10/2019 17:42,"647 Jefferson St, New York City, NY 10001",11.99
,,,,,,,
1290,260584,AAA Batteries (4-pack),1,2.99,18/10/2019 22:44,"262 Spruce St, Los Angeles, CA 90001",2.99
,,,,,,,
1291,260585,Lightning Charging Cable,1,14.95,17/10/2019 23:22,"623 Johnson St, Boston, MA 02215",14.95
,,,,,,,
1292,260586,34in Ultrawide Monitor,1,379.99,14/10/2019 08:33,"873 Elm St, Boston, MA 02215",379.99
,,,,,,,
1293,260587,Lightning Charging Cable,1,14.95,10/10/2019 12:33,"297 South St, San Francisco, CA 94016",14.95
,,,,,,,
1294,260588,27in FHD Monitor,1,149.99,18/10/2019 02:19,"485 6th St, New York City, NY 10001",149.99
,,,,,,,
1295,260589,Lightning Charging Cable,1,14.95,18/10/2019 11:25,"716 1st St, San Francisco, CA 94016",14.95
,,,,,,,
1296,260590,Macbook Pro Laptop,1,1700,18/10/2019 07:57,"506 7th St, San Francisco, CA 94016",1700
,,,,,,,
1297,260591,ThinkPad Laptop,1,999.99,14/10/2019 05:35,"599 Washington St, San Francisco, CA 94016",999.99
,,,,,,,
1298,260592,Bose SoundSport Headphones,1,99.99,1/10/2019 11:03,"820 1st St, Austin, TX 73301",99.99
,,,,,,,
1299,260593,Bose SoundSport Headphones,1,99.99,24/10/2019 11:36,"731 Cherry St, New York City, NY 10001",99.99
,,,,,,,
1300,260594,Apple Airpods Headphones,1,150,30/10/2019 14:30,"457 Cedar St, Seattle, WA 98101",150
,,,,,,,
1301,260595,Lightning Charging Cable,1,14.95,19/10/2019 22:51,"189 River St, Boston, MA 02215",14.95
,,,,,,,
1302,260596,Wired Headphones,1,11.99,7/10/2019 2:26,"149 11th St, San Francisco, CA 94016",11.99
,,,,,,,
1303,260597,USB-C Charging Cable,1,11.95,18/10/2019 15:27,"720 North St, San Francisco, CA 94016",11.95
,,,,,,,
1304,260598,Wired Headphones,1,11.99,1/10/2019 19:15,"564 Washington St, San Francisco, CA 94016",11.99
,,,,,,,
1305,260599,27in 4K Gaming Monitor,1,389.99,27/10/2019 16:44,"833 Park St, San Francisco, CA 94016",389.99
,,,,,,,
1306,260600,Wired Headphones,1,11.99,29/10/2019 16:09,"763 Forest St, San Francisco, CA 94016",11.99
,,,,,,,
1307,260601,Google Phone,1,600,30/10/2019 11:24,"108 North St, Portland, OR 97035",600
,,,,,,,
1308,260602,USB-C Charging Cable,1,11.95,12/10/2019 21:10,"324 5th St, San Francisco, CA 94016",11.95
,,,,,,,
1309,260603,27in 4K Gaming Monitor,1,389.99,23/10/2019 04:11,"532 Spruce St, San Francisco, CA 94016",389.99
,,,,,,,
1310,260604,AAA Batteries (4-pack),1,2.99,24/10/2019 19:26,"262 Johnson St, Seattle, WA 98101",2.99
,,,,,,,
1311,260605,Apple Airpods Headphones,1,150,1/10/2019 12:22,"117 Lakeview St, San Francisco, CA 94016",150
,,,,,,,
1312,260606,Wired Headphones,1,11.99,31/10/2019 22:31,"807 Cedar St, San Francisco, CA 94016",11.99
,,,,,,,
1313,260607,Bose SoundSport Headphones,1,99.99,10/10/2019 12:14,"542 South St, New York City, NY 10001",99.99
,,,,,,,
1314,260608,AA Batteries (4-pack),1,3.84,7/10/2019 8:51,"522 Cherry St, Dallas, TX 75001",3.84
,,,,,,,
1315,260609,Apple Airpods Headphones,1,150,15/10/2019 07:52,"808 Hill St, Boston, MA 02215",150
,,,,,,,
1316,260610,Wired Headphones,1,11.99,2/10/2019 22:08,"548 Cherry St, Dallas, TX 75001",11.99
,,,,,,,
1317,260611,USB-C Charging Cable,2,11.95,25/10/2019 07:39,"157 Walnut St, San Francisco, CA 94016",23.9
,,,,,,,
1318,260612,AAA Batteries (4-pack),4,2.99,31/10/2019 13:48,"805 4th St, New York City, NY 10001",11.96
,,,,,,,
1319,260613,Apple Airpods Headphones,1,150,9/10/2019 14:36,"968 Main St, Boston, MA 02215",150
,,,,,,,
1320,260614,USB-C Charging Cable,1,11.95,30/10/2019 01:10,"427 Forest St, San Francisco, CA 94016",11.95
,,,,,,,
1321,260615,Lightning Charging Cable,1,14.95,7/10/2019 16:52,"254 1st St, San Francisco, CA 94016",14.95
,,,,,,,
1322,260616,Apple Airpods Headphones,1,150,12/10/2019 19:13,"519 Jackson St, Los Angeles, CA 90001",150
,,,,,,,
1323,260617,27in 4K Gaming Monitor,1,389.99,11/10/2019 2:16,"136 Walnut St, Los Angeles, CA 90001",389.99
,,,,,,,
1324,260618,ThinkPad Laptop,1,999.99,13/10/2019 09:05,"950 Park St, San Francisco, CA 94016",999.99
,,,,,,,
1325,260619,USB-C Charging Cable,1,11.95,9/10/2019 9:50,"15 South St, San Francisco, CA 94016",11.95
,,,,,,,
1326,260620,iPhone,1,700,4/10/2019 17:16,"103 Jefferson St, San Francisco, CA 94016",700
,,,,,,,
1327,260620,LG Washing Machine,1,600,4/10/2019 17:16,"103 Jefferson St, San Francisco, CA 94016",600
,,,,,,,
1328,260621,34in Ultrawide Monitor,1,379.99,21/10/2019 09:56,"812 Hickory St, Austin, TX 73301",379.99
,,,,,,,
1329,260622,Flatscreen TV,1,300,2/10/2019 12:23,"823 West St, Portland, OR 97035",300
,,,,,,,
1330,260623,Bose SoundSport Headphones,1,99.99,24/10/2019 14:01,"248 14th St, Boston, MA 02215",99.99
,,,,,,,
1331,260624,AA Batteries (4-pack),1,3.84,23/10/2019 22:55,"833 Lincoln St, San Francisco, CA 94016",3.84
,,,,,,,
1332,260624,Macbook Pro Laptop,1,1700,23/10/2019 22:55,"833 Lincoln St, San Francisco, CA 94016",1700
,,,,,,,
1333,260625,34in Ultrawide Monitor,1,379.99,10/10/2019 21:18,"24 River St, Dallas, TX 75001",379.99
,,,,,,,
1334,260626,Apple Airpods Headphones,1,150,29/10/2019 15:03,"697 8th St, Dallas, TX 75001",150
,,,,,,,
1335,260627,AA Batteries (4-pack),1,3.84,18/10/2019 15:44,"622 Meadow St, Boston, MA 02215",3.84
,,,,,,,
1336,260628,Wired Headphones,1,11.99,2/10/2019 11:38,"836 14th St, Austin, TX 73301",11.99
,,,,,,,
1337,260629,AA Batteries (4-pack),1,3.84,20/10/2019 19:45,"560 Lakeview St, Boston, MA 02215",3.84
,,,,,,,
1338,260630,Google Phone,1,600,24/10/2019 13:57,"686 Jackson St, Seattle, WA 98101",600
,,,,,,,
1339,260631,AAA Batteries (4-pack),2,2.99,16/10/2019 23:29,"828 Maple St, Dallas, TX 75001",5.98
,,,,,,,
1340,260632,iPhone,1,700,26/10/2019 20:18,"39 Ridge St, New York City, NY 10001",700
,,,,,,,
1341,260633,34in Ultrawide Monitor,1,379.99,27/10/2019 17:39,"112 Jackson St, Austin, TX 73301",379.99
,,,,,,,
1342,260634,Apple Airpods Headphones,1,150,7/10/2019 14:34,"131 Church St, New York City, NY 10001",150
,,,,,,,
1343,260635,Apple Airpods Headphones,1,150,19/10/2019 17:38,"37 Lincoln St, Los Angeles, CA 90001",150
,,,,,,,
1344,260636,AAA Batteries (4-pack),1,2.99,29/10/2019 15:05,"265 4th St, New York City, NY 10001",2.99
,,,,,,,
1345,260637,27in 4K Gaming Monitor,1,389.99,1/10/2019 9:23,"768 Hill St, Dallas, TX 75001",389.99
,,,,,,,
1346,260638,Wired Headphones,1,11.99,8/10/2019 15:29,"352 Cedar St, Austin, TX 73301",11.99
,,,,,,,
1347,260639,20in Monitor,1,109.99,18/10/2019 07:33,"636 Elm St, Los Angeles, CA 90001",109.99
,,,,,,,
1348,260640,Lightning Charging Cable,1,14.95,19/10/2019 14:10,"45 West St, San Francisco, CA 94016",14.95
,,,,,,,
1349,260641,27in 4K Gaming Monitor,1,389.99,24/10/2019 11:40,"891 Forest St, New York City, NY 10001",389.99
,,,,,,,
1350,260642,Wired Headphones,1,11.99,18/10/2019 09:51,"158 Maple St, New York City, NY 10001",11.99
,,,,,,,
1351,260643,Macbook Pro Laptop,1,1700,5/10/2019 19:08,"621 10th St, San Francisco, CA 94016",1700
,,,,,,,
1352,260644,AA Batteries (4-pack),1,3.84,28/10/2019 18:48,"125 River St, New York City, NY 10001",3.84
,,,,,,,
1353,260645,AAA Batteries (4-pack),1,2.99,12/10/2019 0:09,"966 Madison St, Dallas, TX 75001",2.99
,,,,,,,
1354,260646,Vareebadd Phone,1,400,24/10/2019 11:05,"84 Center St, Boston, MA 02215",400
,,,,,,,
1355,260647,Bose SoundSport Headphones,1,99.99,10/10/2019 8:20,"306 11th St, Portland, ME 04101",99.99
,,,,,,,
1356,260648,AA Batteries (4-pack),1,3.84,19/10/2019 22:49,"546 10th St, Atlanta, GA 30301",3.84
,,,,,,,
1357,260649,Bose SoundSport Headphones,1,99.99,4/10/2019 11:28,"980 Jefferson St, Los Angeles, CA 90001",99.99
,,,,,,,
1358,260650,AA Batteries (4-pack),1,3.84,8/10/2019 13:38,"343 Meadow St, New York City, NY 10001",3.84
,,,,,,,
1359,260651,AAA Batteries (4-pack),1,2.99,18/10/2019 20:24,"685 Center St, Atlanta, GA 30301",2.99
,,,,,,,
1360,260652,AAA Batteries (4-pack),1,2.99,6/10/2019 19:48,"90 Elm St, Portland, ME 04101",2.99
,,,,,,,
1361,260653,Wired Headphones,1,11.99,12/10/2019 19:37,"212 Cedar St, San Francisco, CA 94016",11.99
,,,,,,,
1362,260654,AAA Batteries (4-pack),1,2.99,24/10/2019 21:26,"387 10th St, Atlanta, GA 30301",2.99
,,,,,,,
1363,260655,Lightning Charging Cable,1,14.95,29/10/2019 11:33,"680 Center St, New York City, NY 10001",14.95
,,,,,,,
1364,260656,Wired Headphones,2,11.99,7/10/2019 14:23,"671 8th St, New York City, NY 10001",23.98
,,,,,,,
1365,260657,AA Batteries (4-pack),1,3.84,18/10/2019 18:30,"945 11th St, San Francisco, CA 94016",3.84
,,,,,,,
1366,260658,Bose SoundSport Headphones,1,99.99,1/10/2019 22:20,"444 5th St, Dallas, TX 75001",99.99
,,,,,,,
1367,260659,USB-C Charging Cable,1,11.95,24/10/2019 11:16,"445 Washington St, San Francisco, CA 94016",11.95
,,,,,,,
1368,260660,Bose SoundSport Headphones,1,99.99,19/10/2019 22:20,"237 Cedar St, Los Angeles, CA 90001",99.99
,,,,,,,
1369,260661,Wired Headphones,1,11.99,12/10/2019 13:44,"376 1st St, Dallas, TX 75001",11.99
,,,,,,,
1370,260662,27in FHD Monitor,1,149.99,27/10/2019 22:14,"381 Johnson St, Atlanta, GA 30301",149.99
,,,,,,,
1371,260663,Lightning Charging Cable,1,14.95,29/10/2019 13:57,"687 4th St, Atlanta, GA 30301",14.95
,,,,,,,
1372,260664,Apple Airpods Headphones,1,150,8/10/2019 21:22,"748 Walnut St, San Francisco, CA 94016",150
,,,,,,,
1373,260665,Wired Headphones,2,11.99,16/10/2019 08:31,"865 7th St, Portland, OR 97035",23.98
,,,,,,,
1374,260666,Apple Airpods Headphones,1,150,11/10/2019 11:04,"316 12th St, New York City, NY 10001",150
,,,,,,,
1375,260667,AA Batteries (4-pack),1,3.84,17/10/2019 17:00,"448 South St, Portland, OR 97035",3.84
,,,,,,,
1376,260668,Lightning Charging Cable,1,14.95,18/10/2019 14:45,"321 13th St, Los Angeles, CA 90001",14.95
,,,,,,,
1377,260669,Google Phone,1,600,16/10/2019 12:55,"176 2nd St, Los Angeles, CA 90001",600
,,,,,,,
1378,260670,USB-C Charging Cable,1,11.95,27/10/2019 20:20,"688 Jefferson St, San Francisco, CA 94016",11.95
,,,,,,,
1379,260671,34in Ultrawide Monitor,1,379.99,30/10/2019 10:21,"663 Meadow St, New York City, NY 10001",379.99
,,,,,,,
